Titel;Frage;Ebene;Metabereichtyp;Bereichtyp;Raumtyp;Objektklasse;Objekttyp;Antworttyp;Antwortoptionen;Standard Antwort;Einheit;Bedingung;Pflicht;Foto_Pflicht;HilfeText;Kluster;Reihenfolge;Activ;Fragekatalog;Autor;Version;Änderungsdatum;Min_LOD;Zielgruppe;Fototyp;HilfeMedien;Objektart
FL_Nennweite;Nennweite?;Objekt;;;;Abwasserinstallation;Fallleitung;Einzelauswahl;"DN40;DN50;DN70;DN100;DN125;DN150;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FL_Material;Rohrmaterial?;Objekt;;;;Abwasserinstallation;Fallleitung;Einzelauswahl;"PVC/HT (Kunststoff);SML-Guss;Steinzeug;PE;weiß nicht";;-;immer;Ja;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FL_Verlegeart;Verlegeart?;Objekt;;;;Abwasserinstallation;Fallleitung;Einzelauswahl;"freiliegend;in Vorwand/Schacht;im Boden;erdverlegt;abgehängt;weiß nicht";;-;immer;Ja;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FL_Raumwechsel;Verlässt die Leitung diesen Raum?;Objekt;;;;Abwasserinstallation;Fallleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
FL_Wanddurchbruch;Wanddurchbruch dabei?;Objekt;;;;Abwasserinstallation;Fallleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;«FL_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
FL_Schaeden;Auffälligkeiten? (Mehrfach);Objekt;;;;Abwasserinstallation;Fallleitung;Mehrfachauswahl;"keine;Undichtigkeit/Feuchte;Verstopfungsspuren;Korrosion;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;80;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
FL_Foto;Übersichtsfoto;Objekt;;;;Abwasserinstallation;Fallleitung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
LL_UeberDach;Führt die Lüftung über Dach?;Objekt;;;;Abwasserinstallation;Lüftungsleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
LL_Foto;Übersichtsfoto;Objekt;;;;Abwasserinstallation;Lüftungsleitung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
BA_Bauart;Bauart?;Objekt;;;;Abwasser-Sonderbauteile;Bodenablauf/Gully;Einzelauswahl;"Bodenablauf mit Rost;Duschrinne;Kellergully;weiß nicht";;-;immer;Ja;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BA_Geruchsverschluss;Geruchsverschluss vorhanden?;Objekt;;;;Abwasser-Sonderbauteile;Bodenablauf/Gully;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BA_Foto;Übersichtsfoto;Objekt;;;;Abwasser-Sonderbauteile;Bodenablauf/Gully;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
RS_Typ;Typ?;Objekt;;;;Abwasser-Sonderbauteile;Rückstauverschluss/Rückstauklappe;Einzelauswahl;"mechanische Klappe;Hebeanlage-Rückstau;weiß nicht";;-;immer;Ja;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
RS_Foto;Übersichtsfoto;Objekt;;;;Abwasser-Sonderbauteile;Rückstauverschluss/Rückstauklappe;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
HA_Bauart;Bauart?;Objekt;;;;Abwasser-Sonderbauteile;Hebeanlage;Einzelauswahl;"Fäkalienhebeanlage;Schmutzwasser;Kompaktanlage;weiß nicht";;-;immer;Ja;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
HA_Alarm;Alarm/Störmeldung vorhanden?;Objekt;;;;Abwasser-Sonderbauteile;Hebeanlage;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
HA_Schaeden;Auffälligkeiten? (Mehrfach);Objekt;;;;Abwasser-Sonderbauteile;Hebeanlage;Mehrfachauswahl;"keine;Undichtigkeit;Geruch;Störmeldung;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;80;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
HA_Foto;Übersichtsfoto;Objekt;;;;Abwasser-Sonderbauteile;Hebeanlage;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
FA_Groesse;Nenngröße/Volumen (falls bekannt)?;Objekt;;;;Abwasser-Sonderbauteile;Fettabscheider;Text;;;-;immer;Nein;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FA_Foto;Übersichtsfoto;Objekt;;;;Abwasser-Sonderbauteile;Fettabscheider;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
OA_Bauart;Bauart?;Objekt;;;;Abwasser-Sonderbauteile;Ölabscheider;Einzelauswahl;"Koaleszenzabscheider;Schwerkraft;weiß nicht";;-;immer;Nein;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
OA_Foto;Übersichtsfoto;Objekt;;;;Abwasser-Sonderbauteile;Ölabscheider;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
RSch_Zugang;Schacht zugänglich?;Objekt;;;;Abwasser-Sonderbauteile;Revisionsschacht/Kanalanschluss;Einzelauswahl;"frei;überbaut;weiß nicht";;-;immer;Nein;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
RSch_Foto;Übersichtsfoto;Objekt;;;;Abwasser-Sonderbauteile;Revisionsschacht/Kanalanschluss;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
GL2_Nennweite;Nennweite?;Objekt;;;;Gasinstallation;Gasleitung;Einzelauswahl;"DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
GL2_Material;Werkstoff?;Objekt;;;;Gasinstallation;Gasleitung;Einzelauswahl;"Stahl (geschweißt/gepresst);Kupfer;Edelstahl-Wellrohr;PE (erdverlegt);weiß nicht";;-;immer;Ja;Nein;;Gas;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
GL2_Verlegeart;Verlegeart?;Objekt;;;;Gasinstallation;Gasleitung;Einzelauswahl;"Aufputz;Unterputz;in Schacht;erdverlegt;weiß nicht";;-;immer;Ja;Nein;;Gas;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
GL2_Raumwechsel;Verlässt die Leitung diesen Raum?;Objekt;;;;Gasinstallation;Gasleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
GL2_Wanddurchbruch;Wanddurchbruch dabei?;Objekt;;;;Gasinstallation;Gasleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;«GL2_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
GL2_Schaeden;Auffälligkeiten? (Mehrfach);Objekt;;;;Gasinstallation;Gasleitung;Mehrfachauswahl;"keine;Korrosion;Gasgeruch (sofort melden!);weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;80;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
GL2_Foto;Übersichtsfoto;Objekt;;;;Gasinstallation;Gasleitung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
HAE_Absperrung;Hauptabsperreinrichtung (HAE) zugänglich?;Objekt;;;;Gasinstallation;Gashausanschluss/HAE;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;;Gas;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
HAE_Regler;Gasdruckregler vorhanden?;Objekt;;;;Gasinstallation;Gashausanschluss/HAE;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Gas;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
HAE_Foto;Übersichtsfoto;Objekt;;;;Gasinstallation;Gashausanschluss/HAE;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
HAK_Plombe;Plombiert/unversehrt?;Objekt;;;;Elektroverteilung;Hausanschlusskasten (HAK);Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
HAK_Foto;Übersichtsfoto;Objekt;;;;Elektroverteilung;Hausanschlusskasten (HAK);Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
ZS_Anzahl;Anzahl Zähler?;Objekt;;;;Elektroverteilung;Zählerschrank;Zahl;;;-;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
ZS_Bauart;Bauart?;Objekt;;;;Elektroverteilung;Zählerschrank;Einzelauswahl;"Aufputz;Unterputz;Standschrank;weiß nicht";;-;immer;Nein;Nein;;Elektro;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
ZS_Foto;Übersichtsfoto;Objekt;;;;Elektroverteilung;Zählerschrank;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
SZ_Nummer;Zählernummer?;Objekt;;;;Elektroverteilung;Stromzähler;Text;;;-;immer;Nein;Nein;;Allgemein / Identifikation;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SZ_Typ;Zählertyp?;Objekt;;;;Elektroverteilung;Stromzähler;Einzelauswahl;"Ferraris (analog);digital;Smart Meter;weiß nicht";;-;immer;Nein;Nein;;Elektro;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SZ_Stand;Zählerstand (kWh)?;Objekt;;;;Elektroverteilung;Stromzähler;Zahl;;;kWh;immer;Nein;Nein;;Nutzung & Betrieb;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Laie;-;;Objekt
SZ_Foto;Übersichtsfoto;Objekt;;;;Elektroverteilung;Stromzähler;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
HV_Stromkreise;Anzahl Stromkreise?;Objekt;;;;Elektroverteilung;Hauptverteilung;Zahl;;;-;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
HV_SLS;SLS/Hauptschalter vorhanden?;Objekt;;;;Elektroverteilung;Hauptverteilung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Elektro;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
HV_FI;FI/RCD vorhanden?;Objekt;;;;Elektroverteilung;Hauptverteilung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Elektro;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
HV_Foto;Übersichtsfoto;Objekt;;;;Elektroverteilung;Hauptverteilung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
LK_Verlegeart;Verlegeart?;Objekt;;;;Elektroinstallation;Leitung/Kabel;Einzelauswahl;"Unterputz;Aufputz;Kabelkanal;auf Trasse;erdverlegt;weiß nicht";;-;immer;Ja;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
LK_Querschnitt;Querschnitt/Typ (falls bekannt)?;Objekt;;;;Elektroinstallation;Leitung/Kabel;Text;;;-;immer;Nein;Nein;;Elektro;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
LK_Raumwechsel;Verlässt die Leitung diesen Raum?;Objekt;;;;Elektroinstallation;Leitung/Kabel;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
LK_Foto;Übersichtsfoto;Objekt;;;;Elektroinstallation;Leitung/Kabel;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
AD_Zugang;Zugänglich?;Objekt;;;;Elektroinstallation;Abzweigdose;Einzelauswahl;"frei;überputzt/verbaut;weiß nicht";;-;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
AD_Foto;Übersichtsfoto;Objekt;;;;Elektroinstallation;Abzweigdose;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
PA_Angeschlossen;Sichtbar angeschlossen (Wasser/Gas/Erder)?;Objekt;;;;Elektroinstallation;Potentialausgleichsschiene;Einzelauswahl;"ja, mehrere;teilweise;nein;weiß nicht";;-;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
PA_Foto;Übersichtsfoto;Objekt;;;;Elektroinstallation;Potentialausgleichsschiene;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
SD_Typ;Steckdosentyp?;Objekt;;;;Elektro-Endstellen;Steckdose;Einzelauswahl;"Schuko;CEE (Kraftstrom);FI-geschützt;weiß nicht";;-;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SD_Anzahl;Anzahl an dieser Position?;Objekt;;;;Elektro-Endstellen;Steckdose;Zahl;;;-;immer;Nein;Nein;;Elektro;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SD_Foto;Übersichtsfoto;Objekt;;;;Elektro-Endstellen;Steckdose;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
SW_Typ;Schaltertyp?;Objekt;;;;Elektro-Endstellen;Schalter;Einzelauswahl;"Aus/Wechsel;Dimmer;Bewegungsmelder;Smart;weiß nicht";;-;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SW_Foto;Übersichtsfoto;Objekt;;;;Elektro-Endstellen;Schalter;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
LE_Typ;Art?;Objekt;;;;Elektro-Endstellen;Leuchte/Auslass;Einzelauswahl;"Deckenauslass;Wandleuchte;Einbauleuchte;Auslass ohne Leuchte;weiß nicht";;-;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
LE_Mittel;Leuchtmittel?;Objekt;;;;Elektro-Endstellen;Leuchte/Auslass;Einzelauswahl;"LED;Halogen;Leuchtstoff;weiß nicht";;-;immer;Nein;Nein;;Elektro;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
LE_Foto;Übersichtsfoto;Objekt;;;;Elektro-Endstellen;Leuchte/Auslass;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
PVM_Leistung;Modulleistung gesamt (kWp, falls bekannt)?;Objekt;;;;Elektro-Erzeugung/Speicher;PV-Modul;Zahl;;;kWp;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
PVM_Anzahl;Anzahl Module?;Objekt;;;;Elektro-Erzeugung/Speicher;PV-Modul;Zahl;;;-;immer;Nein;Nein;;Elektro;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
PVM_Ausrichtung;Ausrichtung (Himmelsrichtung)?;Objekt;;;;Elektro-Erzeugung/Speicher;PV-Modul;Einzelauswahl;"Süd;Südost;Südwest;Ost;West;Nord;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
PVM_Neigung;Neigung (°)?;Objekt;;;;Elektro-Erzeugung/Speicher;PV-Modul;Zahl;;;°;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
PVM_Schaeden;Auffälligkeiten? (Mehrfach);Objekt;;;;Elektro-Erzeugung/Speicher;PV-Modul;Mehrfachauswahl;"keine;Glasbruch;Verschmutzung;Hotspot/Verfärbung;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;80;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
PVM_Foto;Übersichtsfoto;Objekt;;;;Elektro-Erzeugung/Speicher;PV-Modul;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
WR_Leistung;Nennleistung (kW)?;Objekt;;;;Elektro-Erzeugung/Speicher;PV-Wechselrichter;Zahl;;;kW;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WR_Ertrag;Gesamtertrag/Anzeige (kWh, falls ablesbar)?;Objekt;;;;Elektro-Erzeugung/Speicher;PV-Wechselrichter;Zahl;;;kWh;immer;Nein;Nein;;Nutzung & Betrieb;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
WR_Foto;Übersichtsfoto;Objekt;;;;Elektro-Erzeugung/Speicher;PV-Wechselrichter;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
BS_Kapazitaet;Kapazität (kWh)?;Objekt;;;;Elektro-Erzeugung/Speicher;Batteriespeicher;Zahl;;;kWh;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BS_Technologie;Technologie?;Objekt;;;;Elektro-Erzeugung/Speicher;Batteriespeicher;Einzelauswahl;"Lithium;Blei;weiß nicht";;-;immer;Nein;Nein;;Elektro;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BS_Foto;Übersichtsfoto;Objekt;;;;Elektro-Erzeugung/Speicher;Batteriespeicher;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
WBX_Leistung;Ladeleistung (kW)?;Objekt;;;;Elektro-Erzeugung/Speicher;Wallbox/Ladestation;Zahl;;;kW;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WBX_Anschluss;Anschluss?;Objekt;;;;Elektro-Erzeugung/Speicher;Wallbox/Ladestation;Einzelauswahl;"fest angeschlossen;Steckdose (CEE);weiß nicht";;-;immer;Nein;Nein;;Elektro;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WBX_Foto;Übersichtsfoto;Objekt;;;;Elektro-Erzeugung/Speicher;Wallbox/Ladestation;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
ARM_Nennweite;Nennweite/Anschlussgröße?;Objekt;;;;Heizungsarmaturen;;Einzelauswahl;"DN10;DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
ARM_Zustand;Zustand/Dichtheit?;Objekt;;;;Heizungsarmaturen;;Einzelauswahl;"dicht;tropft;undicht;schwergängig;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
ARM_Foto;Foto der Armatur;Objekt;;;;Heizungsarmaturen;;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;Detail;;Sub-Objekt
ARM_Nennweite;Nennweite/Anschlussgröße?;Objekt;;;;Wasserarmaturen;;Einzelauswahl;"DN10;DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
ARM_Zustand;Zustand/Dichtheit?;Objekt;;;;Wasserarmaturen;;Einzelauswahl;"dicht;tropft;undicht;schwergängig;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
ARM_Foto;Foto der Armatur;Objekt;;;;Wasserarmaturen;;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;Detail;;Sub-Objekt
ARM_Nennweite;Nennweite/Anschlussgröße?;Objekt;;;;TWW-Armaturen;;Einzelauswahl;"DN10;DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
ARM_Zustand;Zustand/Dichtheit?;Objekt;;;;TWW-Armaturen;;Einzelauswahl;"dicht;tropft;undicht;schwergängig;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
ARM_Foto;Foto der Armatur;Objekt;;;;TWW-Armaturen;;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;Detail;;Sub-Objekt
ARM_Nennweite;Nennweite/Anschlussgröße?;Objekt;;;;Gasarmaturen;;Einzelauswahl;"DN10;DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
ARM_Zustand;Zustand/Dichtheit?;Objekt;;;;Gasarmaturen;;Einzelauswahl;"dicht;tropft;undicht;schwergängig;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
ARM_Foto;Foto der Armatur;Objekt;;;;Gasarmaturen;;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;Detail;;Sub-Objekt
ARM_Nennweite;Nennweite/Anschlussgröße?;Objekt;;;;Solararmaturen;;Einzelauswahl;"DN10;DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
ARM_Zustand;Zustand/Dichtheit?;Objekt;;;;Solararmaturen;;Einzelauswahl;"dicht;tropft;undicht;schwergängig;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
ARM_Foto;Foto der Armatur;Objekt;;;;Solararmaturen;;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;Detail;;Sub-Objekt
